"x1","x2","y_obs","y_hat","y_hat_sd","residual"
6.4516125,80.64516,7,3.22971148795439,4.81166344805952,3.77028851204561
6.4516125,83.870964,5,3.04237506104572,5.20022626028664,1.95762493895428
6.4516125,87.09677,7,2.86523327325549,5.40904054834634,4.13476672674451
6.4516125,90.32257,6,2.82620083021416,6.05226476574663,3.17379916978584
6.4516125,93.54838,5,2.78075959988515,6.51891810831822,2.21924040011485
6.4516125,96.774185,3,2.9148355244615,7.94716069985346,0.0851644755384995
6.4516125,100,0,3.13548979869799,9.97159859018275,-3.13548979869799
9.677419,0,1,13.0256988045712,20.6307625399256,-12.0256988045712
9.677419,3.2258062,1,15.0607556762051,20.2871997988555,-14.0607556762051
9.677419,6.4516125,2,18.1084157270766,21.430657756892,-16.1084157270766
9.677419,9.677419,1,22.2193374173875,24.2839519595633,-21.2193374173875
9.677419,12.903225,8,27.9400161597164,30.645971094677,-19.9400161597164
9.677419,16.129032,8,34.087554687161,39.29364159084,-26.087554687161
9.677419,19.354837,3,38.2134112961869,44.5250701699547,-35.2134112961869
9.677419,22.580643,3,41.6384278410438,49.8605283430798,-38.6384278410438
9.677419,25.80645,1,42.5805387873093,49.7235421553341,-41.5805387873093
9.677419,29.032257,10,42.2554562843026,46.7389440354565,-32.2554562843026
9.677419,32.258064,6,42.4448413790958,42.5438614603863,-36.4448413790958
9.677419,35.483868,11,40.573309048791,32.9056660149199,-29.573309048791
9.677419,38.709675,15,39.4316190681772,24.3688512913232,-24.4316190681772
9.677419,41.935482,29,34.4216595540089,15.0219190417315,-5.42165955400887
9.677419,45.161285,14,24.7110835033997,6.91179321916164,-10.7110835033997
9.677419,64.51613,11,4.11620479252678,1.64572445525402,6.88379520747322
9.677419,67.74193,7,4.04269012266474,2.31558060442594,2.95730987733526
9.677419,70.967735,1,3.77153675660774,2.79795938052812,-2.77153675660774
9.677419,74.19354,4,3.39863229705901,3.16050276792911,0.601367702940993
9.677419,77.41935,9,3.01969339988575,3.36796196264893,5.98030660011425
9.677419,80.64516,20,2.69298666943205,3.41890982159554,17.307013330568
9.677419,83.870964,17,2.45735733274697,3.53041142592925,14.542642667253
9.677419,87.09677,22,2.28101548403058,3.59998907059082,19.7189845159694
9.677419,90.32257,12,2.18413747884659,3.74286817657374,9.81586252115341
9.677419,93.54838,10,2.19496904792626,4.16525823773115,7.80503095207374
9.677419,96.774185,4,2.26441582323695,4.74316444201633,1.73558417676305
9.677419,100,1,2.50482698767498,6.25372972015782,-1.50482698767498
12.903225,0,1,10.1720177327197,11.3163263125031,-9.17201773271972
12.903225,3.2258062,7,12.3229958988176,11.4254657142682,-5.32299589881762
12.903225,6.4516125,2,15.7271239710684,12.3817548923224,-13.7271239710684
12.903225,9.677419,9,20.6357844422395,15.2294460299873,-11.6357844422395
12.903225,12.903225,9,26.5074387813301,19.9924930614421,-17.5074387813301
12.903225,16.129032,13,33.4855296692434,28.1174556465482,-20.4855296692434
12.903225,19.354837,11,38.2547252368133,34.3984015276238,-27.2547252368133
12.903225,22.580643,14,39.5342477835275,36.9943116520592,-25.5342477835275
12.903225,25.80645,8,40.0622899507161,38.6726860422647,-32.0622899507161
12.903225,29.032257,13,39.3121247751968,36.4518824816263,-26.3121247751968
12.903225,32.258064,10,38.9964548285245,32.7249999349666,-28.9964548285245
12.903225,35.483868,11,37.726436543223,25.1165916155861,-26.726436543223
12.903225,38.709675,32,38.9370834935789,18.3514093195187,-6.93708349357888
12.903225,41.935482,38,40.4777940624036,11.2510194131688,-2.47779406240358
12.903225,67.74193,2,3.85065228196235,1.57836326405075,-1.85065228196235
12.903225,70.967735,3,3.4410990363001,2.03361774335852,-0.441099036300101
12.903225,74.19354,10,3.01042930580911,2.34170979160537,6.98957069419089
12.903225,77.41935,8,2.56484162486463,2.46118459505624,5.43515837513537
12.903225,80.64516,13,2.24080854625933,2.53899219547723,10.7591914537407
12.903225,83.870964,10,1.93752455613809,2.32438669146827,8.06247544386191
12.903225,87.09677,8,1.78072336986043,2.3580449866899,6.21927663013957
12.903225,90.32257,10,1.69339648691382,2.40219356568031,8.30660351308618
12.903225,93.54838,2,1.67682937062601,2.51220991056287,0.32317062937399
12.903225,96.774185,0,1.79183672100781,3.00505418230861,-1.79183672100781
12.903225,100,1,1.9634991877315,3.71963354340829,-0.963499187731499
16.129032,0,3,8.33692445618047,6.93644019234562,-5.33692445618047
16.129032,3.2258062,3,10.3199718732065,6.47516688934843,-7.31997187320646
16.129032,6.4516125,12,14.0071007736624,7.03074620274618,-2.00710077366242
16.129032,9.677419,23,19.7975613971688,8.97823512562188,3.20243860283122
16.129032,12.903225,15,26.7182420053088,12.7533206260981,-11.7182420053088
16.129032,16.129032,20,33.3738958868529,18.7336656940204,-13.3738958868529
16.129032,19.354837,11,37.9981128169217,25.058829913532,-26.9981128169217
16.129032,22.580643,19,38.7758051346555,28.8889583886824,-19.7758051346555
16.129032,25.80645,9,36.4053811344158,28.3081902640658,-27.4053811344158
16.129032,29.032257,10,33.6286497687668,27.1507544905942,-23.6286497687668
16.129032,32.258064,8,32.0257252510411,23.4579830332241,-24.0257252510411
16.129032,35.483868,19,31.3597283625522,17.9812875084737,-12.3597283625522
16.129032,38.709675,26,34.0745779294101,12.0211407810222,-8.07457792941008
16.129032,70.967735,2,3.16056631501884,1.50296308009301,-1.16056631501884
16.129032,74.19354,11,2.63028523657958,1.8006164217003,8.36971476342041
16.129032,77.41935,5,2.16210320218647,1.82529707076935,2.83789679781353
16.129032,80.64516,5,1.79383495741401,1.69064423399749,3.20616504258599
16.129032,83.870964,6,1.55069834849727,1.64936437100724,4.44930165150273
16.129032,87.09677,5,1.38442961731649,1.55194715024481,3.61557038268351
16.129032,90.32257,3,1.30529699584029,1.51928639919317,1.69470300415971
16.129032,93.54838,1,1.31653520044521,1.61347831378929,-0.316535200445206
16.129032,96.774185,2,1.39846226106061,1.82560189500198,0.601537738939387
16.129032,100,2,1.56966384365773,2.31016464791827,0.430336156342272
19.354837,0,3,6.73373020120068,3.83093649142174,-3.73373020120068
19.354837,3.2258062,7,8.8809200647581,3.66232542143774,-1.8809200647581
19.354837,6.4516125,17,12.9667856501723,3.97178717299169,4.03321434982772
19.354837,12.903225,22,28.5702588791819,8.45375124711478,-6.57025887918193
19.354837,16.129032,22,35.210724382937,12.3971051787381,-13.210724382937
19.354837,19.354837,35,37.4211378993051,16.8202848680615,-2.42113789930513
19.354837,22.580643,55,34.3864546817673,19.4700249284406,20.6135453182327
19.354837,25.80645,20,30.0736447526211,19.9273535569163,-10.0736447526211
19.354837,29.032257,10,25.4424763940816,17.0047343860504,-15.4424763940816
19.354837,32.258064,6,22.4334319440488,13.5570771329411,-16.4334319440488
19.354837,35.483868,5,21.0457154366372,10.5875785597336,-16.0457154366372
19.354837,38.709675,19,23.2824345157418,7.48729569976828,-4.28243451574179
19.354837,70.967735,6,2.81872029061017,1.1671105205827,3.18127970938983
19.354837,74.19354,8,2.27105654270481,1.3407199630793,5.72894345729519
19.354837,77.41935,9,1.79462517537956,1.30677002132873,7.20537482462044
19.354837,80.64516,6,1.43994776932603,1.17094111760947,4.56005223067397
19.354837,83.870964,6,1.19876646275986,1.04733991202384,4.80123353724014
19.354837,87.09677,4,1.05577823290059,0.95344061664385,2.94422176709941
19.354837,90.32257,3,1.0034777153009,0.927864048564882,1.9965222846991
19.354837,93.54838,2,1.03563565240605,1.00052462616174,0.964364347593951
19.354837,96.774185,2,1.13746081457667,1.18173066503404,0.862539185423332
19.354837,100,0,1.3030781971328,1.5258442433613,-1.3030781971328
22.580643,0,3,5.66326688007141,2.17449471524228,-2.66326688007141
22.580643,19.354837,52,37.103822183544,10.5164551323061,14.8961778164561
22.580643,22.580643,55,31.2955033120961,14.7592756991638,23.7044966879039
22.580643,25.80645,18,23.8483981964515,13.3591428136441,-5.84839819645149
22.580643,29.032257,6,17.9820655690876,10.6499580159804,-11.9820655690876
22.580643,32.258064,1,14.2705319443759,8.28783803227014,-13.2705319443759
22.580643,35.483868,5,12.4536249366283,5.45951531229085,-7.45362493662829
22.580643,38.709675,4,12.5577228815811,3.5943656688786,-8.55772288158114
22.580643,70.967735,4,2.51115323076635,1.00308736089563,1.48884676923365
22.580643,74.19354,9,1.98323954206977,1.02152848398996,7.01676045793023
22.580643,77.41935,11,1.51794527622536,0.956447749830822,9.48205472377464
22.580643,80.64516,11,1.19727629741794,0.911380171831676,9.80272370258206
22.580643,83.870964,9,0.954704356909698,0.717894800308066,8.0452956430903
22.580643,87.09677,0,0.83285358885599,0.60235681325463,-0.83285358885599
22.580643,90.32257,3,0.805509132222053,0.59298637367339,2.19449086777795
22.580643,93.54838,2,0.851927921867749,0.640190086306678,1.14807207813225
22.580643,96.774185,1,0.978670965995582,0.781100718045626,0.0213290340044182
22.580643,100,1,1.12821025898533,0.994642306254688,-0.128210258985326
25.80645,22.580643,32,23.7590920673701,6.95950151366634,8.24090793262993
25.80645,25.80645,9,16.2057270131792,6.83099825631148,-7.20572701317924
25.80645,29.032257,2,11.7849087048057,6.02188848810172,-9.78490870480568
25.80645,32.258064,0,9.0594665281971,4.79613010895431,-9.0594665281971
25.80645,35.483868,2,7.34626938909016,3.07442289995958,-5.34626938909016
25.80645,74.19354,4,1.80292878993308,0.797938358466499,2.19707121006692
25.80645,77.41935,6,1.34434550265005,0.763185718929599,4.65565449734995
25.80645,80.64516,8,0.992945752066744,0.559517004599499,7.00705424793326
25.80645,83.870964,3,0.788860810944008,0.455694699935125,2.21113918905599
25.80645,87.09677,2,0.691171387408656,0.388811765844254,1.30882861259134
25.80645,90.32257,2,0.692656458757556,0.361947719368873,1.30734354124244
25.80645,96.774185,0,0.929986624543193,0.524744008380667,-0.929986624543193
25.80645,100,3,1.07426023927525,0.717964307889962,1.92573976072475
29.032257,25.80645,3,9.53626118669804,3.43450952540574,-6.53626118669804
29.032257,29.032257,6,7.59272410046817,3.63458519587972,-1.59272410046817
29.032257,32.258064,1,6.11458753772008,3.0799799071402,-5.11458753772008
29.032257,35.483868,1,5.60784759326522,2.50908062505595,-4.60784759326522
29.032257,38.709675,3,6.10590376519365,1.85653839027752,-3.10590376519365
29.032257,70.967735,4,2.58037497221924,0.846031448306678,1.41962502778076
29.032257,74.19354,3,1.77047698590006,0.708047717896392,1.22952301409994
29.032257,77.41935,3,1.23250406107979,0.60981054146151,1.76749593892021
29.032257,80.64516,3,0.91359299003095,0.43291291526862,2.08640700996905
32.258064,25.80645,2,5.23994428721693,2.00170183790277,-3.23994428721693
32.258064,29.032257,1,4.62038161325872,2.18820178849535,-3.62038161325872
32.258064,32.258064,0,4.69244675379673,2.57229894123857,-4.69244675379673
32.258064,35.483868,1,4.75421802227078,2.25911065806949,-3.75421802227078
32.258064,38.709675,2,5.49173988371681,1.9844309436494,-3.49173988371681
32.258064,70.967735,4,2.59388313611169,0.939380811754854,1.40611686388831
32.258064,74.19354,2,1.75787600627011,0.686829613795481,0.242123993729887
35.483868,25.80645,2,2.97733911062791,1.19538187855983,-0.97733911062791
35.483868,29.032257,1,3.00367158345372,1.46935141036167,-2.00367158345372
35.483868,32.258064,4,3.29769382463684,1.76314737473224,0.702306175363158
35.483868,35.483868,1,3.78792008863791,1.87341552771222,-2.78792008863791
35.483868,38.709675,1,4.45159979717319,1.80043399449818,-3.45159979717319
35.483868,70.967735,2,2.41519380247514,0.787742681958906,-0.415193802475143
38.709675,25.80645,2,1.91533757690772,0.793876174034626,0.0846624230922848
38.709675,29.032257,2,2.11801601167591,1.0636856714401,-0.118016011675914
38.709675,32.258064,3,2.44351577458612,1.31715228391259,0.55648422541388
38.709675,35.483868,0,2.90214783207196,1.58290549082935,-2.90214783207196
38.709675,38.709675,2,3.4144071858707,1.64306362272597,-1.4144071858707
38.709675,41.935482,3,3.77658157880706,1.4091998289664,-0.776581578807061
38.709675,67.74193,4,2.31686495708632,0.820108554069902,1.68313504291368
38.709675,70.967735,2,2.15726265934168,0.721482262332006,-0.15726265934168
41.935482,29.032257,0,1.70813948744591,0.823199946026309,-1.70813948744591
41.935482,32.258064,6,1.90686547453644,1.09551389816573,4.09313452546356
41.935482,35.483868,4,2.17796133368378,1.16472269143801,1.82203866631622
41.935482,38.709675,2,2.50195273510239,1.29856287453366,-0.501952735102385
41.935482,41.935482,5,2.76210795051925,1.15821575387411,2.23789204948075
41.935482,45.161285,1,2.83166221726464,0.977002689473325,-1.83166221726464
41.935482,64.51613,1,1.55496372283059,0.600548884431116,-0.554963722830587
41.935482,67.74193,2,1.67971357797388,0.651890199009619,0.320286422026121
41.935482,70.967735,3,1.77079176465445,0.621587333345663,1.22920823534555
45.161285,25.80645,2,1.75303380982588,0.67009031601643,0.246966190174116
45.161285,29.032257,1,1.64604526325105,0.782066320096093,-0.646045263251053
45.161285,32.258064,2,1.58830050084317,0.852568635782147,0.411699499156828
45.161285,35.483868,2,1.65527360340433,0.880578746343474,0.344726396595673
45.161285,38.709675,2,1.75791265077979,0.849058856007954,0.242087349220214
45.161285,41.935482,4,1.91832505576827,0.803470024739769,2.08167494423173
45.161285,45.161285,1,2.11051636721896,0.722868431013983,-1.11051636721896
45.161285,51.6129,3,1.83022344645688,0.650162951138945,1.16977655354312
45.161285,58.064514,2,1.08146168089163,0.404037274626631,0.918538319108375
45.161285,61.290318,0,1.07773471593264,0.430263113348532,-1.07773471593264
45.161285,64.51613,0,1.16698873708781,0.494310586659801,-1.16698873708781
45.161285,67.74193,4,1.28771779227766,0.553341217817364,2.71228220772234
48.387093,25.80645,6,2.02697374461686,0.809477413665128,3.97302625538314
48.387093,29.032257,3,1.71113530292939,0.844459803700667,1.28886469707061
48.387093,32.258064,0,1.41661167787756,0.692381672928975,-1.41661167787756
48.387093,35.483868,1,1.23791158853095,0.591354903934059,-0.237911588530949
48.387093,61.290318,0,0.853711118048664,0.351549206194732,-0.853711118048664
48.387093,64.51613,0,0.935024035263976,0.453265562611676,-0.935024035263976
48.387093,67.74193,1,1.04325144839452,0.466559850193119,-0.0432514483945208
48.387093,70.967735,2,1.21670481386411,0.509605184694142,0.783295186135888
51.6129,25.80645,2,2.38837489213791,0.932516376301118,-0.38837489213791
51.6129,29.032257,1,2.00196020544201,0.955359842562779,-1.00196020544201
51.6129,32.258064,0,1.42705778549788,0.632036514098295,-1.42705778549788
51.6129,64.51613,0,0.781609291081237,0.365984758926774,-0.781609291081237
51.6129,67.74193,1,0.851075975123909,0.415567589202324,0.148924024876091
51.6129,70.967735,0,0.9553934627594,0.45663314784295,-0.9553934627594
54.838707,25.80645,1,3.47149710109542,1.30213451915837,-2.47149710109542
54.838707,29.032257,0,2.5703522668264,1.01896461870109,-2.5703522668264
54.838707,32.258064,2,1.64830624163824,0.622641388197803,0.351693758361763
54.838707,64.51613,1,0.688946607026723,0.327885818254932,0.311053392973277
54.838707,67.74193,2,0.719786381293003,0.354728243834037,1.280213618707
54.838707,70.967735,0,0.747636579242722,0.371981259630485,-0.747636579242722
58.064514,22.580643,2,5.21226139592275,1.67962161601637,-3.21226139592275
58.064514,25.80645,3,5.1161808753538,1.92506680650879,-2.1161808753538
58.064514,29.032257,2,3.8411625713854,1.38083758419501,-1.8411625713854
58.064514,67.74193,0,0.665010572606075,0.363473570634705,-0.665010572606075
58.064514,70.967735,2,0.665303251108152,0.364255580124097,1.33469674889185
58.064514,74.19354,1,0.651885260205842,0.329823565118418,0.348114739794158
61.290318,0,7,0.96601662763814,0.582851133665513,6.03398337236186
61.290318,19.354837,2,4.90867813682162,1.72725198871847,-2.90867813682162
61.290318,22.580643,5,6.9048406421321,2.29314743669166,-1.9048406421321
61.290318,25.80645,4,7.31847822735467,2.32423343401106,-3.31847822735467
61.290318,29.032257,7,5.86568315323265,1.7595615945652,1.13431684676735
61.290318,32.258064,6,3.84361581501683,1.08715662352639,2.15638418498317
61.290318,64.51613,0,0.76712412387492,0.372636843789435,-0.76712412387492
61.290318,67.74193,0,0.71552287464014,0.430551129061015,-0.71552287464014
61.290318,70.967735,1,0.677966018643827,0.433205494505424,0.322033981356173
61.290318,74.19354,2,0.645427961811655,0.394418060487781,1.35457203818835
61.290318,77.41935,1,0.63871340693197,0.363100346351372,0.361286593068029
61.290318,80.64516,1,0.706911921754345,0.349069402887345,0.293088078245655
64.51613,0,4,1.04790241677881,0.766176683106214,2.95209758322119
64.51613,3.2258062,2,1.07347794893276,0.652138485218155,0.926522051067239
64.51613,6.4516125,0,1.16847169245644,0.60095863746362,-1.16847169245644
64.51613,12.903225,2,2.05589775774988,0.879928502015766,-0.0558977577498814
64.51613,16.129032,2,3.74788465241975,1.49355492007547,-1.74788465241975
64.51613,19.354837,13,6.23388156878896,2.11175320990858,6.76611843121104
64.51613,22.580643,12,9.00511538426012,2.77382373183274,2.99488461573988
64.51613,64.51613,0,0.947983156774124,0.52144109563421,-0.947983156774124
64.51613,67.74193,2,0.840904440784472,0.551881790838338,1.15909555921553
64.51613,70.967735,0,0.779074996472225,0.580589847093815,-0.779074996472225
64.51613,74.19354,0,0.723068844733646,0.541296723916494,-0.723068844733646
64.51613,77.41935,2,0.704923410679302,0.492011966193212,1.2950765893207
64.51613,80.64516,0,0.730620309009206,0.469260806508016,-0.730620309009206
64.51613,83.870964,0,0.824968484618554,0.477767094111028,-0.824968484618554
64.51613,87.09677,0,1.02302745900538,0.537393045620122,-1.02302745900538
64.51613,90.32257,1,1.35612435436804,0.602047472132647,-0.356124354368039
64.51613,96.774185,4,3.25313201680472,1.40373463263512,0.746867983195277
64.51613,100,9,5.22779336969582,2.61408689872232,3.77220663030418
67.74193,0,3,1.21399451410248,1.11026755401758,1.78600548589752
67.74193,3.2258062,1,1.23557306601268,0.928597452429556,-0.235573066012679
67.74193,6.4516125,2,1.36952710487728,0.86362549043675,0.630472895122718
67.74193,9.677419,2,1.72789639822603,0.923965932595769,0.272103601773968
67.74193,12.903225,3,2.54333169402639,1.2109366372813,0.456668305973606
67.74193,16.129032,5,4.15060583435537,1.60163500494996,0.849394165644634
67.74193,19.354837,10,6.59185053951932,1.99402519138499,3.40814946048068
67.74193,61.290318,0,1.38404306989156,0.679538377154253,-1.38404306989156
67.74193,64.51613,1,1.17265593545277,0.732598001298096,-0.172655935452772
67.74193,67.74193,1,1.04349558310095,0.801698935100554,-0.0434955831009538
67.74193,70.967735,1,0.934032948417476,0.766235473441962,0.0659670515825236
67.74193,74.19354,1,0.874526020434436,0.773261555848192,0.125473979565564
67.74193,77.41935,1,0.847799791420443,0.746383453630059,0.152200208579557
67.74193,80.64516,1,0.868417818755117,0.720327316055689,0.131582181244883
67.74193,83.870964,2,0.955546330289042,0.751571368608386,1.04445366971096
67.74193,87.09677,0,1.14042379628245,0.838925358741984,-1.14042379628245
67.74193,90.32257,3,1.46628587704243,0.949245411748466,1.53371412295757
67.74193,93.54838,1,2.07377307943853,1.26714299781046,-1.07377307943853
67.74193,96.774185,3,3.38386524275663,2.25848874669347,-0.383865242756633
67.74193,100,6,5.0661727202064,3.68768690863384,0.933827279793604
70.967735,0,2,1.4284031076464,1.54832247798396,0.571596892353603
70.967735,3.2258062,1,1.43029423765489,1.27004154748486,-0.430294237654885
70.967735,6.4516125,2,1.58152734567822,1.19199003780905,0.418472654321778
70.967735,9.677419,0,1.9226083981147,1.22983717353935,-1.9226083981147
70.967735,12.903225,1,2.5945731612147,1.34664726490039,-1.5945731612147
70.967735,16.129032,3,3.8884699694108,1.55961698686838,-0.888469969410799
70.967735,54.838707,0,1.59537491974549,0.626379192419428,-1.59537491974549
70.967735,58.064514,2,1.68085087019665,0.792263572717165,0.319149129803349
70.967735,61.290318,0,1.55306631397412,0.903457311960226,-1.55306631397412
70.967735,64.51613,1,1.42901902706997,1.06977745178645,-0.429019027069974
70.967735,67.74193,3,1.27464848325331,1.07131884278366,1.72535151674669
70.967735,70.967735,1,1.17732234220437,1.12226895430651,-0.177322342204366
70.967735,74.19354,1,1.09514182793494,1.08509409401664,-0.095141827934939
70.967735,77.41935,0,1.08181715447727,1.13354384721827,-1.08181715447727
70.967735,80.64516,2,1.103555844597,1.120135696083,0.896444155403
70.967735,83.870964,3,1.20648573896489,1.18468596890498,1.79351426103511
70.967735,87.09677,4,1.40743949776946,1.28447205266386,2.59256050223054
70.967735,90.32257,2,1.78255106099804,1.56931591748154,0.217448939001964
70.967735,93.54838,2,2.42030585971201,2.09920688937981,-0.420305859712006
70.967735,96.774185,2,3.66903773677567,3.44298966095653,-1.66903773677567
70.967735,100,3,5.36480824133581,5.61887687671921,-2.36480824133581
74.19354,0,0,1.73319761552102,2.23210690716561,-1.73319761552102
74.19354,3.2258062,4,1.69522363304882,1.80698801064633,2.30477636695118
74.19354,6.4516125,4,1.76658883777292,1.60093631456012,2.23341116222708
74.19354,9.677419,1,1.91903489637526,1.36249535021885,-0.91903489637526
74.19354,12.903225,2,2.38756242598423,1.34275648835313,-0.387562425984233
74.19354,16.129032,0,2.96787099014296,1.16614676989091,-2.96787099014296
74.19354,54.838707,4,1.6233628467398,0.694381671892018,2.3766371532602
74.19354,58.064514,3,1.76144039445514,0.971411454945379,1.23855960554486
74.19354,61.290318,1,1.75735927219567,1.17402397207801,-0.757359272195665
74.19354,64.51613,1,1.69019040669581,1.38203088497205,-0.690190406695815
74.19354,67.74193,0,1.59947358446073,1.54078514171396,-1.59947358446073
74.19354,70.967735,0,1.47945749383792,1.56188245255484,-1.47945749383792
