x1,x2
51.6129,29.032257
51.6129,32.258064
51.6129,35.483868
51.6129,38.709675
51.6129,41.935482
51.6129,45.161285
51.6129,48.387093
51.6129,51.6129
51.6129,54.838707
51.6129,58.064514
51.6129,61.290318
51.6129,64.51613
51.6129,67.74193
51.6129,70.967735
51.6129,74.19354
51.6129,77.41935
51.6129,80.64516
51.6129,83.870964
51.6129,87.09677
51.6129,90.32257
51.6129,93.54838
51.6129,96.774185
51.6129,100.0
54.838707,0.0
54.838707,3.2258062
54.838707,6.4516125
54.838707,9.677419
54.838707,12.903225
54.838707,16.129032
54.838707,19.354837
54.838707,22.580643
54.838707,25.80645
54.838707,29.032257
54.838707,32.258064
54.838707,35.483868
54.838707,38.709675
54.838707,41.935482
54.838707,45.161285
54.838707,48.387093
54.838707,51.6129
54.838707,54.838707
54.838707,58.064514
54.838707,61.290318
54.838707,64.51613
54.838707,67.74193
54.838707,70.967735
54.838707,74.19354
54.838707,77.41935
54.838707,80.64516
54.838707,83.870964
54.838707,87.09677
54.838707,90.32257
54.838707,93.54838
54.838707,96.774185
54.838707,100.0
58.064514,0.0
58.064514,3.2258062
58.064514,6.4516125
58.064514,9.677419
58.064514,12.903225
58.064514,16.129032
58.064514,19.354837
58.064514,22.580643
58.064514,25.80645
58.064514,29.032257
58.064514,32.258064
58.064514,35.483868
58.064514,38.709675
58.064514,41.935482
58.064514,45.161285
58.064514,48.387093
58.064514,51.6129
58.064514,54.838707
58.064514,58.064514
58.064514,61.290318
58.064514,64.51613
58.064514,67.74193
58.064514,70.967735
58.064514,74.19354
58.064514,77.41935
58.064514,80.64516
58.064514,83.870964
58.064514,87.09677
58.064514,90.32257
58.064514,93.54838
58.064514,96.774185
58.064514,100.0
61.290318,0.0
61.290318,3.2258062
61.290318,6.4516125
61.290318,9.677419
61.290318,12.903225
61.290318,16.129032
61.290318,19.354837
61.290318,22.580643
61.290318,25.80645
61.290318,29.032257
61.290318,32.258064
61.290318,35.483868
61.290318,38.709675
61.290318,41.935482
61.290318,45.161285
61.290318,48.387093
61.290318,51.6129
61.290318,54.838707
61.290318,58.064514
61.290318,61.290318
61.290318,64.51613
61.290318,67.74193
61.290318,70.967735
61.290318,74.19354
61.290318,77.41935
61.290318,80.64516
61.290318,83.870964
61.290318,87.09677
61.290318,90.32257
61.290318,93.54838
61.290318,96.774185
61.290318,100.0
64.51613,0.0
64.51613,3.2258062
64.51613,6.4516125
64.51613,9.677419
64.51613,12.903225
64.51613,16.129032
64.51613,19.354837
64.51613,22.580643
64.51613,25.80645
64.51613,29.032257
64.51613,32.258064
64.51613,35.483868
64.51613,38.709675
64.51613,41.935482
64.51613,45.161285
64.51613,48.387093
64.51613,51.6129
64.51613,54.838707
64.51613,58.064514
64.51613,61.290318
64.51613,64.51613
64.51613,67.74193
64.51613,70.967735
64.51613,74.19354
64.51613,77.41935
64.51613,80.64516
64.51613,83.870964
64.51613,87.09677
64.51613,90.32257
64.51613,93.54838
64.51613,96.774185
64.51613,100.0
67.74193,0.0
67.74193,3.2258062
67.74193,6.4516125
67.74193,9.677419
67.74193,12.903225
67.74193,16.129032
67.74193,19.354837
67.74193,22.580643
67.74193,25.80645
67.74193,29.032257
67.74193,32.258064
67.74193,35.483868
67.74193,38.709675
67.74193,41.935482
67.74193,45.161285
67.74193,48.387093
67.74193,51.6129
67.74193,54.838707
67.74193,58.064514
67.74193,61.290318
67.74193,64.51613
67.74193,67.74193
67.74193,70.967735
67.74193,74.19354
67.74193,77.41935
67.74193,80.64516
67.74193,83.870964
67.74193,87.09677
67.74193,90.32257
67.74193,93.54838
67.74193,96.774185
67.74193,100.0
70.967735,0.0
70.967735,3.2258062
70.967735,6.4516125
70.967735,9.677419
70.967735,12.903225
70.967735,16.129032
70.967735,19.354837
70.967735,22.580643
70.967735,25.80645
70.967735,29.032257
70.967735,32.258064
70.967735,35.483868
70.967735,38.709675
70.967735,41.935482
70.967735,45.161285
70.967735,48.387093
70.967735,51.6129
70.967735,54.838707
70.967735,58.064514
70.967735,61.290318
70.967735,64.51613
70.967735,67.74193
70.967735,70.967735
70.967735,74.19354
70.967735,77.41935
70.967735,80.64516
70.967735,83.870964
70.967735,87.09677
70.967735,90.32257
70.967735,93.54838
70.967735,96.774185
70.967735,100.0
74.19354,0.0
74.19354,3.2258062
74.19354,6.4516125
74.19354,9.677419
74.19354,12.903225
74.19354,16.129032
74.19354,19.354837
74.19354,22.580643
74.19354,25.80645
74.19354,29.032257
74.19354,32.258064
74.19354,35.483868
74.19354,38.709675
74.19354,41.935482
74.19354,45.161285
74.19354,48.387093
74.19354,51.6129
74.19354,54.838707
74.19354,58.064514
74.19354,61.290318
74.19354,64.51613
74.19354,67.74193
74.19354,70.967735
74.19354,74.19354
74.19354,77.41935
74.19354,80.64516
74.19354,83.870964
74.19354,87.09677
74.19354,90.32257
74.19354,93.54838
74.19354,96.774185
74.19354,100.0
77.41935,0.0
77.41935,3.2258062
77.41935,6.4516125
77.41935,9.677419
77.41935,12.903225
77.41935,16.129032
77.41935,19.354837
77.41935,22.580643
77.41935,25.80645
77.41935,29.032257
77.41935,32.258064
77.41935,35.483868
77.41935,38.709675
77.41935,41.935482
77.41935,45.161285
77.41935,48.387093
77.41935,51.6129
77.41935,54.838707
77.41935,58.064514
77.41935,61.290318
77.41935,64.51613
77.41935,67.74193
77.41935,70.967735
77.41935,74.19354
77.41935,77.41935
77.41935,80.64516
77.41935,83.870964
77.41935,87.09677
77.41935,90.32257
77.41935,93.54838
77.41935,96.774185
77.41935,100.0
80.64516,0.0
80.64516,3.2258062
80.64516,6.4516125
80.64516,9.677419
80.64516,12.903225
80.64516,16.129032
80.64516,19.354837
80.64516,22.580643
80.64516,25.80645
80.64516,29.032257
80.64516,32.258064
80.64516,35.483868
80.64516,38.709675
80.64516,41.935482
80.64516,45.161285
80.64516,48.387093
80.64516,51.6129
80.64516,54.838707
80.64516,58.064514
80.64516,61.290318
80.64516,64.51613
80.64516,67.74193
80.64516,70.967735
80.64516,74.19354
80.64516,77.41935
80.64516,80.64516
80.64516,83.870964
80.64516,87.09677
80.64516,90.32257
80.64516,93.54838
80.64516,96.774185
80.64516,100.0
83.870964,0.0
83.870964,3.2258062
83.870964,6.4516125
83.870964,9.677419
83.870964,12.903225
83.870964,16.129032
83.870964,19.354837
83.870964,22.580643
83.870964,25.80645
83.870964,29.032257
83.870964,32.258064
83.870964,35.483868
83.870964,38.709675
83.870964,41.935482
83.870964,45.161285
83.870964,48.387093
83.870964,51.6129
83.870964,54.838707
83.870964,58.064514
83.870964,61.290318
83.870964,64.51613
83.870964,67.74193
83.870964,70.967735
83.870964,74.19354
83.870964,77.41935
83.870964,80.64516
83.870964,83.870964
83.870964,87.09677
83.870964,90.32257
83.870964,93.54838
83.870964,96.774185
83.870964,100.0
87.09677,0.0
87.09677,3.2258062
87.09677,6.4516125
87.09677,9.677419
87.09677,12.903225
87.09677,16.129032
87.09677,19.354837
87.09677,22.580643
87.09677,25.80645
87.09677,29.032257
87.09677,32.258064
87.09677,35.483868
87.09677,38.709675
87.09677,41.935482
87.09677,45.161285
87.09677,48.387093
87.09677,51.6129
87.09677,54.838707
87.09677,58.064514
87.09677,61.290318
87.09677,64.51613
87.09677,67.74193
87.09677,70.967735
87.09677,74.19354
87.09677,77.41935
87.09677,80.64516
87.09677,83.870964
87.09677,87.09677
87.09677,90.32257
87.09677,93.54838
87.09677,96.774185
87.09677,100.0
90.32257,0.0
90.32257,3.2258062
90.32257,6.4516125
90.32257,9.677419
90.32257,12.903225
90.32257,16.129032
90.32257,19.354837
90.32257,22.580643
90.32257,25.80645
90.32257,29.032257
90.32257,32.258064
90.32257,35.483868
90.32257,38.709675
90.32257,41.935482
90.32257,45.161285
90.32257,48.387093
90.32257,51.6129
90.32257,54.838707
90.32257,58.064514
90.32257,61.290318
90.32257,64.51613
90.32257,67.74193
90.32257,70.967735
90.32257,74.19354
90.32257,77.41935
90.32257,80.64516
90.32257,83.870964
90.32257,87.09677
90.32257,90.32257
90.32257,93.54838
90.32257,96.774185
90.32257,100.0
93.54838,0.0
93.54838,3.2258062
93.54838,6.4516125
93.54838,9.677419
93.54838,12.903225
93.54838,16.129032
93.54838,19.354837
93.54838,22.580643
93.54838,25.80645
93.54838,29.032257
93.54838,32.258064
93.54838,35.483868
93.54838,38.709675
93.54838,41.935482
93.54838,45.161285
93.54838,48.387093
93.54838,51.6129
93.54838,54.838707
93.54838,58.064514
93.54838,61.290318
93.54838,64.51613
93.54838,67.74193
93.54838,70.967735
93.54838,74.19354
93.54838,77.41935
93.54838,80.64516
93.54838,83.870964
93.54838,87.09677
93.54838,90.32257
93.54838,93.54838
93.54838,96.774185
93.54838,100.0
96.774185,0.0
96.774185,3.2258062
96.774185,6.4516125
96.774185,9.677419
96.774185,12.903225
96.774185,16.129032
96.774185,19.354837
96.774185,22.580643
96.774185,25.80645
96.774185,29.032257
96.774185,32.258064
96.774185,35.483868
96.774185,38.709675
96.774185,41.935482
96.774185,45.161285
96.774185,48.387093
96.774185,51.6129
96.774185,54.838707
96.774185,58.064514
96.774185,61.290318
96.774185,64.51613
96.774185,67.74193
96.774185,70.967735
96.774185,74.19354
96.774185,77.41935
96.774185,80.64516
96.774185,83.870964
96.774185,87.09677
96.774185,90.32257
96.774185,93.54838
96.774185,96.774185
96.774185,100.0
100.0,0.0
100.0,3.2258062
100.0,6.4516125
100.0,9.677419
100.0,12.903225
100.0,16.129032
100.0,19.354837
100.0,22.580643
100.0,25.80645
100.0,29.032257
100.0,32.258064
100.0,35.483868
100.0,38.709675
100.0,41.935482
100.0,45.161285
100.0,48.387093
100.0,51.6129
100.0,54.838707
100.0,58.064514
100.0,61.290318
100.0,64.51613
100.0,67.74193
100.0,70.967735
100.0,74.19354
100.0,77.41935
100.0,80.64516
100.0,83.870964
100.0,87.09677
100.0,90.32257
100.0,93.54838
100.0,96.774185
100.0,100.0
